project,smell,package,class,prompt_file,context_size,label
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.DynamicType,FieldDefinitionAdapter,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_DynamicType_FieldDefinitionAdapter.txt,79570,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassLoadingStrategy,InjectionDispatcher,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassLoadingStrategy_InjectionDispatcher.txt,44980,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.RemoveUnusedImports,UnusedImportScanner,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_RemoveUnusedImports_UnusedImportScanner.txt,5904,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.logic,MethodResolutionLogic,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_logic_MethodResolutionLogic.txt,89852,0
gson,Hublike Modularization,com.google.gson.internal.bind.CollectionTypeAdapterFactory,Adapter,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_bind_CollectionTypeAdapterFactory_Adapter.txt,5362,0
javaparser,Hublike Modularization,com.packageName,ClassInPackage,data/processed/prompts/hublike_modularization/javaparser/com_packageName_ClassInPackage.txt,402,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvokeDynamic,Simple,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_Simple.txt,96756,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.process.compiler,CompilerJRuby,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_process_compiler_CompilerJRuby.txt,2454,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.graphing,CodeCacheStage,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_graphing_CodeCacheStage.txt,16070,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.declarations,ResolvedDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_declarations_ResolvedDeclaration.txt,4917,0
javaparser,Hublike Modularization,foo.bar.AnInterface,ListChangeType,data/processed/prompts/hublike_modularization/javaparser/foo_bar_AnInterface_ListChangeType.txt,205,0
jitwatch,Hublike Modularization,(default package).PartialEscapeFail,EscapeConsumer,data/processed/prompts/hublike_modularization/jitwatch/(default package)_PartialEscapeFail_EscapeConsumer.txt,1560,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.postprocessors,Java24PostProcessor,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_postprocessors_Java24PostProcessor.txt,433,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.MethodAccessorFactory,Illegal,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_MethodAccessorFactory_Illegal.txt,33909,0
byte-buddy,Hublike Modularization,net.bytebuddy.NamingStrategy,AbstractBase,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_NamingStrategy_AbstractBase.txt,71028,0
javaparser,Hublike Modularization,com.github.javaparser.generator.core.visitor,VoidVisitorAdapterGenerator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_generator_core_visitor_VoidVisitorAdapterGenerator.txt,19876,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.member.FieldAccess,Defined,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_member_FieldAccess_Defined.txt,4098,0
gson,Hublike Modularization,com.google.gson.internal,ReflectionAccessFilterHelper,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_ReflectionAccessFilterHelper.txt,13245,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvokeDynamic,ForNullValue,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForNullValue.txt,96396,0
commons-io,Hublike Modularization,org.apache.commons.io.function,Uncheck,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_function_Uncheck.txt,60644,0
zxing,Hublike Modularization,com.google.zxing.client.android,CaptureActivity,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_android_CaptureActivity.txt,36379,0
jsoup,Hublike Modularization,org.jsoup.nodes,DocumentType,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_nodes_DocumentType.txt,45544,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidPlugin,ForLegacyAndroid,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin_ForLegacyAndroid.txt,12837,0
jitwatch,Hublike Modularization,(default package),SimpleInliningTest,data/processed/prompts/hublike_modularization/jitwatch/(default package)_SimpleInliningTest.txt,350,0
javaparser,Hublike Modularization,com.github.javaparser.ast.nodeTypes,NodeWithTraversableScope,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_nodeTypes_NodeWithTraversableScope.txt,506,0
zxing,Hublike Modularization,com.google.zxing.common.reedsolomon,GenericGF,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_common_reedsolomon_GenericGF.txt,31086,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.attribute.AnnotationAppender,ForTypeAnnotations,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_attribute_AnnotationAppender_ForTypeAnnotations.txt,91216,0
byte-buddy,Hublike Modularization,net.bytebuddy.agent.ByteBuddyAgent,Disabled,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_agent_ByteBuddyAgent_Disabled.txt,27563,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassFilePostProcessor,ForClassFileTransformer,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassFilePostProcessor_ForClassFileTransformer.txt,5663,0
byte-buddy,Hublike Modularization,net.bytebuddy.pool.TypePool,LazyInterface,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyInterface.txt,67203,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.concurrent.locks.LockingVisitors,LockVisitor,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_concurrent_locks_LockingVisitors_LockVisitor.txt,6403,0
zxing,Hublike Modularization,com.google.zxing.pdf417,PDF417Common,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_pdf417_PDF417Common.txt,47116,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.cache,DefaultCacheStats,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_cache_DefaultCacheStats.txt,4768,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.ClassFileLocator,ForFolder,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_ForFolder.txt,21381,0
javaparser,Hublike Modularization,(default package).InnerClassDotExpressions,InnerClass,data/processed/prompts/hublike_modularization/javaparser/(default package)_InnerClassDotExpressions_InnerClass.txt,326,0
byte-buddy,Hublike Modularization,net.bytebuddy.pool.TypePool,LazyParameterDescription,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyParameterDescription.txt,90179,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.MemberSubstitution,OfGivenMethod,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_OfGivenMethod.txt,93290,0
zxing,Hublike Modularization,com.google.zxing.oned,ITFWriter,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_oned_ITFWriter.txt,1415,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.concurrent,ConstantInitializer,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_concurrent_ConstantInitializer.txt,1825,0
jsoup,Hublike Modularization,org.jsoup.select.StructuralEvaluator,Not,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_StructuralEvaluator_Not.txt,2098,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForClassFileVersion,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForClassFileVersion.txt,57604,0
zxing,Hublike Modularization,com.google.zxing.oned.rss.expanded.decoders,BlockParsedResult,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_oned_rss_expanded_decoders_BlockParsedResult.txt,4446,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableDoubleToLongFunction,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableDoubleToLongFunction.txt,583,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableObjIntConsumer,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableObjIntConsumer.txt,637,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.types,ResolvedArrayType,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_types_ResolvedArrayType.txt,29076,0
jsoup,Hublike Modularization,org.jsoup.nodes,NodeUtils,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_nodes_NodeUtils.txt,43432,0
zxing,Hublike Modularization,com.google.zxing.client.result,SMSTOMMSTOResultParser,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_result_SMSTOMMSTOResultParser.txt,2300,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.compare,ObjectToStringComparator,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_compare_ObjectToStringComparator.txt,691,0
zxing,Hublike Modularization,com.google.zxing.client.result,TextParsedResult,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_result_TextParsedResult.txt,696,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.parserchooser,IParserSelectedListener,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_parserchooser_IParserSelectedListener.txt,777,0
javaparser,Hublike Modularization,com.github.javaparser.utils,SourceRoot,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_utils_SourceRoot.txt,76714,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.types.parametrization,ResolvedTypeParameterValueProvider,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_types_parametrization_ResolvedTypeParameterValueProvider.txt,5919,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.annotation.AnnotationValue,ForNonArrayType,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_annotation_AnnotationValue_ForNonArrayType.txt,41110,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode,ShiftRight,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_ShiftRight.txt,21931,0
jsoup,Hublike Modularization,org.jsoup.parser,TreeBuilder,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_parser_TreeBuilder.txt,88288,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.attribute.MethodAttributeAppender,Explicit,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_attribute_MethodAttributeAppender_Explicit.txt,18321,0
javaparser,Hublike Modularization,com.github.javaparser.printer.configuration,PrettyPrinterConfiguration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_printer_configuration_PrettyPrinterConfiguration.txt,22706,0
zxing,Hublike Modularization,com.google.zxing.datamatrix.decoder.Version,ECBlocks,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_datamatrix_decoder_Version_ECBlocks.txt,5829,0
javaparser,Hublike Modularization,com.github.javaparser.ast.observer,AstObserver,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_observer_AstObserver.txt,35337,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bind,MethodNameEqualityResolver,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bind_MethodNameEqualityResolver.txt,31440,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.chain,CompileNode,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_chain_CompileNode.txt,17671,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.FieldAccessor,OwnerTypeLocatable,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_FieldAccessor_OwnerTypeLocatable.txt,24710,0
javaparser,Hublike Modularization,com.github.javaparser.ast.validator.language.level.validations.chunks,ModifierValidator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_validator_language_level_validations_chunks_ModifierValidator.txt,31290,0
gson,Hublike Modularization,com.example.NoSerializedNameMain,TestClassHasArgsConstructor,data/processed/prompts/hublike_modularization/gson/com_example_NoSerializedNameMain_TestClassHasArgsConstructor.txt,1081,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassInjector,Target,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassInjector_Target.txt,46603,0
jimfs,Hublike Modularization,com.google.common.jimfs.OwnerAttributeProvider,View,data/processed/prompts/hublike_modularization/jimfs/com_google_common_jimfs_OwnerAttributeProvider_View.txt,1001,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.ModifierOrderer,ModifierTokens,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_ModifierOrderer_ModifierTokens.txt,3877,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.parser.hotspot,HotSpotLogParser,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_parser_hotspot_HotSpotLogParser.txt,20211,0
jitwatch,Hublike Modularization,(default package),LoopUnroll,data/processed/prompts/hublike_modularization/jitwatch/(default package)_LoopUnroll.txt,1167,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.constant,DefaultValue,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_constant_DefaultValue.txt,30449,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.TypeList,Explicit,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_TypeList_Explicit.txt,73468,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.DynamicType,SimpleParameterAnnotationAdapter,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_DynamicType_SimpleParameterAnnotationAdapter.txt,90433,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.TypeDescription,ForLoadedExecutableParameterType,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_ForLoadedExecutableParameterType.txt,83084,0
byte-buddy,Hublike Modularization,net.bytebuddy.description.type.TypeDescription,TypeVariableSubstitutor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_TypeVariableSubstitutor.txt,88017,0
byte-buddy,Hublike Modularization,net.bytebuddy.asm.TypeReferenceAdjustment,TypeReferenceClassVisitor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_asm_TypeReferenceAdjustment_TypeReferenceClassVisitor.txt,74897,0
commons-io,Hublike Modularization,org.apache.commons.io.comparator,AbstractFileComparator,data/processed/prompts/hublike_modularization/commons-io/org_apache_commons_io_comparator_AbstractFileComparator.txt,682,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForRecord,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForRecord.txt,96146,0
javaparser,Hublike Modularization,(default package).Issue300,B,data/processed/prompts/hublike_modularization/javaparser/(default package)_Issue300_B.txt,214,0
byte-buddy,Hublike Modularization,net.bytebuddy.utility.AsmClassReader,Default,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_utility_AsmClassReader_Default.txt,17174,0
javaparser,Hublike Modularization,a,RefClass2,data/processed/prompts/hublike_modularization/javaparser/a_RefClass2.txt,198,0
javaparser,Hublike Modularization,com.github.javaparser.resolution,Solver,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_Solver.txt,38180,0
javaparser,Hublike Modularization,issue241.TypeWithMemberType,MemberInterface,data/processed/prompts/hublike_modularization/javaparser/issue241_TypeWithMemberType_MemberInterface.txt,199,0
javaparser,Hublike Modularization,foo,Foo,data/processed/prompts/hublike_modularization/javaparser/foo_Foo.txt,263,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.types,ResolvedWildcard,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_types_ResolvedWildcard.txt,55146,0
javaparser,Hublike Modularization,com.github.javaparser.utils,Log,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_utils_Log.txt,9370,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.javaparsermodel.declarators,TypePatternSymbolDeclarator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_declarators_TypePatternSymbolDeclarator.txt,3792,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,BinaryExprMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_BinaryExprMetaModel.txt,34904,0
javaparser,Hublike Modularization,com.github.javaparser.serialization.JavaParserJsonSerializer,JsonNode,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_serialization_JavaParserJsonSerializer_JsonNode.txt,33990,0
zxing,Hublike Modularization,com.google.zxing.client.android.camera,CameraManager,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_android_camera_CameraManager.txt,16651,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.FixedValue,ForOriginType,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_FixedValue_ForOriginType.txt,77874,0
jsoup,Hublike Modularization,org.jsoup.select.Evaluator,IndexEquals,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_select_Evaluator_IndexEquals.txt,6443,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.ClassFileLocator,Compound,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_Compound.txt,20623,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ByteArrayClassLoader,CreationAction,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ByteArrayClassLoader_CreationAction.txt,29770,0
javaparser,Hublike Modularization,com.github.javaparser.generator.core.other,BndGenerator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_generator_core_other_BndGenerator.txt,6846,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.MultipleParentClassLoader,CompoundEnumeration,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_MultipleParentClassLoader_CompoundEnumeration.txt,4210,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_concurrent_MultiBackgroundInitializer.txt,10622,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.gradle.android.ByteBuddyAndroidPlugin,ByteBuddyTransformationConfiguration,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_gradle_android_ByteBuddyAndroidPlugin_ByteBuddyTransformationConfiguration.txt,5836,0
javaparser,Hublike Modularization,com.github.javaparser.resolution.logic,ConstructorResolutionLogic,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_resolution_logic_ConstructorResolutionLogic.txt,30792,0
byte-buddy,Hublike Modularization,net.bytebuddy.build.RenamingPlugin,NoOp,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_build_RenamingPlugin_NoOp.txt,1998,0
byte-buddy,Hublike Modularization,net.bytebuddy.android.AndroidClassLoadingStrategy,Wrapping,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_android_AndroidClassLoadingStrategy_Wrapping.txt,7099,0
commons-lang,Hublike Modularization,org.apache.commons.lang3.function,FailableObjLongConsumer,data/processed/prompts/hublike_modularization/commons-lang/org_apache_commons_lang3_function_FailableObjLongConsumer.txt,637,0
javaparser,Hublike Modularization,com.github.javaparser.ast.observer,PropagatingAstObserver,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_ast_observer_PropagatingAstObserver.txt,17191,0
javaparser,Hublike Modularization,com.github.javaparser.printer.concretesyntaxmodel,CsmComment,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_printer_concretesyntaxmodel_CsmComment.txt,14599,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.InvocationHandlerAdapter,AssignerConfigurable,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_InvocationHandlerAdapter_AssignerConfigurable.txt,26640,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.reflectionmodel.comparators,MethodComparator,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_reflectionmodel_comparators_MethodComparator.txt,7548,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.constant,LongConstant,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_constant_LongConstant.txt,26400,0
zxing,Hublike Modularization,com.google.zxing.pdf417.decoder,BoundingBox,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_pdf417_decoder_BoundingBox.txt,18949,0
javaparser,Hublike Modularization,com.github.javaparser.javasymbolsolver.javassist.symbols.main.jar,ConcreteEnum,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_javasymbolsolver_javassist_symbols_main_jar_ConcreteEnum.txt,250,0
zxing,Hublike Modularization,com.google.zxing.common.reedsolomon,ReedSolomonEncoder,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_common_reedsolomon_ReedSolomonEncoder.txt,8440,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.scaffold.InstrumentedType,WithFlexibleName,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_InstrumentedType_WithFlexibleName.txt,47212,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassInjector,Lookup,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassInjector_Lookup.txt,58426,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.ui.sandbox,VMLanguageConfigStage,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_sandbox_VMLanguageConfigStage.txt,9934,0
zxing,Hublike Modularization,com.google.zxing.client.android,AmbientLightManager,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_client_android_AmbientLightManager.txt,9956,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model.bytecode,BCParamConstant,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_bytecode_BCParamConstant.txt,7042,0
javaparser,Hublike Modularization,main,GrandParent,data/processed/prompts/hublike_modularization/javaparser/main_GrandParent.txt,210,0
gson,Hublike Modularization,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory,RecordAdapter,data/processed/prompts/hublike_modularization/gson/com_google_gson_internal_bind_ReflectiveTypeAdapterFactory_RecordAdapter.txt,5390,0
byte-buddy,Hublike Modularization,net.bytebuddy.android.AndroidClassLoadingStrategy,ForAndroidPVm,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_android_AndroidClassLoadingStrategy_ForAndroidPVm.txt,7100,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassInjector,UsingUnsafe,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassInjector_UsingUnsafe.txt,74201,0
javaparser,Hublike Modularization,com.github.javaparser.metamodel,StringLiteralExprMetaModel,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_metamodel_StringLiteralExprMetaModel.txt,32554,0
zxing,Hublike Modularization,com.google.zxing.aztec.encoder,Encoder,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_aztec_encoder_Encoder.txt,18196,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.StackManipulation,Illegal,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_StackManipulation_Illegal.txt,19269,0
javaparser,Hublike Modularization,implements.duplicate.A,DuplicateTypeName,data/processed/prompts/hublike_modularization/javaparser/implements_duplicate_A_DuplicateTypeName.txt,201,0
zxing,Hublike Modularization,com.google.zxing.datamatrix.encoder.MinimalEncoder,Result,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_datamatrix_encoder_MinimalEncoder_Result.txt,28229,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.Implementation,Composable,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_Implementation_Composable.txt,40691,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,WithoutBody,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_WithoutBody.txt,92481,0
jitwatch,Hublike Modularization,(default package).PolymorphismTest,Quarter,data/processed/prompts/hublike_modularization/jitwatch/(default package)_PolymorphismTest_Quarter.txt,500,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.javaparsermodel.contexts,VariableDeclaratorContext,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_javaparsermodel_contexts_VariableDeclaratorContext.txt,13022,0
jsoup,Hublike Modularization,org.jsoup.parser.Token,EndTag,data/processed/prompts/hublike_modularization/jsoup/org_jsoup_parser_Token_EndTag.txt,6866,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.JavaInputAstVisitor,AllowLeadingBlankLine,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_JavaInputAstVisitor_AllowLeadingBlankLine.txt,58656,0
zxing,Hublike Modularization,com.google.zxing.oned.rss,FinderPattern,data/processed/prompts/hublike_modularization/zxing/com_google_zxing_oned_rss_FinderPattern.txt,13871,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.model.bytecode,UncommonTrap,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_model_bytecode_UncommonTrap.txt,8681,0
jitwatch,Hublike Modularization,org.adoptopenjdk.jitwatch.jvmlang,LanguageManager,data/processed/prompts/hublike_modularization/jitwatch/org_adoptopenjdk_jitwatch_jvmlang_LanguageManager.txt,25764,0
byte-buddy,Hublike Modularization,net.bytebuddy.implementation.bytecode.constant.MethodConstant,CachedConstructor,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_constant_MethodConstant_CachedConstructor.txt,89757,0
javaparser,Hublike Modularization,com.github.javaparser.symbolsolver.javassistmodel,JavassistParameterDeclaration,data/processed/prompts/hublike_modularization/javaparser/com_github_javaparser_symbolsolver_javassistmodel_JavassistParameterDeclaration.txt,4113,0
byte-buddy,Hublike Modularization,net.bytebuddy.pool.TypePool,MethodTokenList,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_pool_TypePool_MethodTokenList.txt,85389,0
byte-buddy,Hublike Modularization,net.bytebuddy.dynamic.loading.ClassInjector,UsingInstrumentation,data/processed/prompts/hublike_modularization/byte-buddy/net_bytebuddy_dynamic_loading_ClassInjector_UsingInstrumentation.txt,50512,0
google-java-format,Hublike Modularization,com.google.googlejavaformat.java.StringWrapper,LongStringsAndTextBlockScanner,data/processed/prompts/hublike_modularization/google-java-format/com_google_googlejavaformat_java_StringWrapper_LongStringsAndTextBlockScanner.txt,4454,0
gson,Hublike Modularization,com.google.gson,JsonArray,data/processed/prompts/hublike_modularization/gson/com_google_gson_JsonArray.txt,19048,0
