project,smell,package,class,prompt_file,context_size,label
byte-buddy,Insufficient Modularization,net.bytebuddy.build.maven,Initialization,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_maven_Initialization.txt,937,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute,AnnotationValueFilter,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_AnnotationValueFilter.txt,1208,0
javaparser,Insufficient Modularization,main.Clazz,MyEnum,data/processed/prompts/insufficient_modularization/javaparser/main_Clazz_MyEnum.txt,312,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Sort,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Sort.txt,73355,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.Implementation,FrameGeneration,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_Implementation_FrameGeneration.txt,17484,0
javaparser,Insufficient Modularization,com.github.javaparser.printer.lexicalpreservation.ReshuffledDiffElementExtractor,MatchClassification,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_lexicalpreservation_ReshuffledDiffElementExtractor_MatchClassification.txt,3038,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.HashCodeAndEqualsPlugin,Sort,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_HashCodeAndEqualsPlugin_Sort.txt,4804,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.Dialogs,Dialog,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_Dialogs_Dialog.txt,2043,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.exception,CloneFailedException,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_exception_CloneFailedException.txt,661,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,TypeParameterMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_TypeParameterMetaModel.txt,731,0
zxing,Insufficient Modularization,com.google.zxing.datamatrix.decoder,DataBlock,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_datamatrix_decoder_DataBlock.txt,1452,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.modifier,Ownership,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_modifier_Ownership.txt,728,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.method.MethodDescription,ForLoadedExecutable,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_method_MethodDescription_ForLoadedExecutable.txt,15755,0
byte-buddy,Insufficient Modularization,net.bytebuddy.utility.dispatcher.JavaDispatcher,CreationAction,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_utility_dispatcher_JavaDispatcher_CreationAction.txt,12091,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.parser,ParserFactory,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_parser_ParserFactory.txt,530,0
commons-io,Insufficient Modularization,org.apache.commons.io.output,ProxyOutputStream,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_output_ProxyOutputStream.txt,2390,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.util,StringUtil,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_util_StringUtil.txt,3167,1
javaparser,Insufficient Modularization,com.github.javaparser,Range,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_Range.txt,2442,1
google-java-format,Insufficient Modularization,com.google.googlejavaformat.java,Main,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_java_Main.txt,2452,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_loading_PackageDefinitionStrategy.txt,5238,0
commons-io,Insufficient Modularization,org.apache.commons.io.monitor,FileAlterationListener,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_monitor_FileAlterationListener.txt,768,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.validator.postprocessors,Java17PostProcessor,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_validator_postprocessors_Java17PostProcessor.txt,524,0
commons-io,Insufficient Modularization,org.apache.commons.io.output.FileWriterWithEncoding,Builder,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_output_FileWriterWithEncoding_Builder.txt,3670,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time.FastDateParser,NumberStrategy,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDateParser_NumberStrategy.txt,8922,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.time,FastDateFormat,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_time_FastDateFormat.txt,5709,1
javaparser,Insufficient Modularization,com.github.javaparser.ast.validator.language.level.validations,Java16Validator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_validator_language_level_validations_Java16Validator.txt,696,0
zxing,Insufficient Modularization,com.google.zxing.client.result,AddressBookDoCoMoResultParser,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_result_AddressBookDoCoMoResultParser.txt,1033,0
zxing,Insufficient Modularization,com.google.zxing.common,BitMatrix,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_common_BitMatrix.txt,4442,1
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,Source,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_Source.txt,73355,0
javaparser,Insufficient Modularization,com.github.javaparser.utils.Log,StandardOutStandardErrorAdapter,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_utils_Log_StandardOutStandardErrorAdapter.txt,1368,0
gson,Insufficient Modularization,com.google.gson.internal,TroubleshootingGuide,data/processed/prompts/insufficient_modularization/gson/com_google_gson_internal_TroubleshootingGuide.txt,345,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,ForType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ForType.txt,67303,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.process.compiler,CompilerJava,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_process_compiler_CompilerJava.txt,781,0
javaparser,Insufficient Modularization,(default package).InnerClassDotExpressions,InnerClass,data/processed/prompts/insufficient_modularization/javaparser/(default package)_InnerClassDotExpressions_InnerClass.txt,427,0
zxing,Insufficient Modularization,com.google.zxing.client.j2se,MatrixToImageConfig,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_j2se_MatrixToImageConfig.txt,806,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type,PackageDescription,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_PackageDescription.txt,1248,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.VirtualMachine,SecurityAttributes,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_SecurityAttributes.txt,21485,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForImplicitRecordComponent,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForImplicitRecordComponent.txt,48255,0
byte-buddy,Insufficient Modularization,org.gradle.api.file,DirectoryProperty,data/processed/prompts/insufficient_modularization/byte-buddy/org_gradle_api_file_DirectoryProperty.txt,661,0
jimfs,Insufficient Modularization,com.google.common.jimfs,JimfsFileStore,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_JimfsFileStore.txt,2122,0
commons-io,Insufficient Modularization,org.apache.commons.io.DirectoryWalker,CancelException,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_DirectoryWalker_CancelException.txt,6066,0
gson,Insufficient Modularization,com.google.gson,TypeAdapterFactory,data/processed/prompts/insufficient_modularization/gson/com_google_gson_TypeAdapterFactory.txt,1772,0
zxing,Insufficient Modularization,com.google.zxing.client.android.HttpHelper,ContentType,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_HttpHelper_ContentType.txt,1888,0
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.jmh.generated.ClassByImplementationBenchmark.benchmarkJavassist,jmhTest,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_ClassByImplementationBenchmark_benchmarkJavassist_jmhTest.txt,4465,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.parser.zing,ZingLine,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_parser_zing_ZingLine.txt,2071,1
commons-io,Insufficient Modularization,org.apache.commons.io,ByteOrderParser,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_ByteOrderParser.txt,844,0
byte-buddy,Insufficient Modularization,net.bytebuddy.NamingStrategy,PrefixingRandom,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_NamingStrategy_PrefixingRandom.txt,4577,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,BridgeTarget,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_BridgeTarget.txt,48254,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.AccessControllerPlugin,Initializer,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_AccessControllerPlugin_Initializer.txt,4896,0
jsoup,Insufficient Modularization,org.jsoup.nodes,Entities,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_nodes_Entities.txt,4065,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.LoadedTypeInitializer,Compound,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_LoadedTypeInitializer_Compound.txt,2058,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind.MethodDelegationBinder,MethodInvoker,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_MethodDelegationBinder_MethodInvoker.txt,7950,0
javaparser,Insufficient Modularization,com.github.javaparser.serialization,JavaParserJsonSerializer,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_serialization_JavaParserJsonSerializer.txt,1753,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,LazyAnnotationDescription,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_LazyAnnotationDescription.txt,67305,0
byte-buddy,Insufficient Modularization,net.bytebuddy.matcher,FieldTypeMatcher,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_matcher_FieldTypeMatcher.txt,650,0
jsoup,Insufficient Modularization,org.jsoup.select.Evaluator,IsNthLastOfType,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Evaluator_IsNthLastOfType.txt,6547,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3,Validate,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_Validate.txt,13924,1
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.ClassByExtensionBenchmark,ByteBuddyPrefixInterceptor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_ClassByExtensionBenchmark_ByteBuddyPrefixInterceptor.txt,5097,0
javaparser,Insufficient Modularization,com.github.javaparser.printer.lexicalpreservation.TextElementIteratorsFactory,EmptyIterator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_printer_lexicalpreservation_TextElementIteratorsFactory_EmptyIterator.txt,1390,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.resolution.typeinference,Instantiation,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_resolution_typeinference_Instantiation.txt,761,0
zxing,Insufficient Modularization,com.google.zxing.client.android.history,HistoryItemAdapter,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_client_android_history_HistoryItemAdapter.txt,748,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.VirtualMachine,AbstractBase,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_AbstractBase.txt,21485,0
jsoup,Insufficient Modularization,org.jsoup.select.Evaluator,IsLastOfType,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Evaluator_IsLastOfType.txt,6546,0
byte-buddy,Insufficient Modularization,net.bytebuddy.build.gradle.AbstractByteBuddyTask,TransformationLogger,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_gradle_AbstractByteBuddyTask_TransformationLogger.txt,5542,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode,Addition,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_Addition.txt,739,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.ClassFileLocator,Initializable,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_Initializable.txt,16178,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode.member,HandleInvocation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_member_HandleInvocation.txt,763,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute.MethodAttributeAppender,ForInstrumentedMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_MethodAttributeAppender_ForInstrumentedMethod.txt,4007,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.visitor,VoidVisitor,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_visitor_VoidVisitor.txt,1759,1
byte-buddy,Insufficient Modularization,net.bytebuddy.build.maven.ByteBuddyMojo,FromClassLoader,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_build_maven_ByteBuddyMojo_FromClassLoader.txt,11247,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,LineCommentMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_LineCommentMetaModel.txt,709,0
commons-io,Insufficient Modularization,org.apache.commons.io.file,SimplePathVisitor,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_file_SimplePathVisitor.txt,1072,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,TimestampedObserver,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_TimestampedObserver.txt,942,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation,MethodAccessorFactory,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_MethodAccessorFactory.txt,1296,0
commons-io,Insufficient Modularization,org.apache.commons.io.comparator,LastModifiedFileComparator,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_comparator_LastModifiedFileComparator.txt,1046,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.ModifierReviewable,ForParameterDescription,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_ModifierReviewable_ForParameterDescription.txt,4655,0
jitwatch,Insufficient Modularization,(default package).PolymorphismTest,Quarter,data/processed/prompts/insufficient_modularization/jitwatch/(default package)_PolymorphismTest_Quarter.txt,601,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3,CachedRandomBits,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_CachedRandomBits.txt,1645,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.expr,CastExpr,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_expr_CastExpr.txt,1543,0
jimfs,Insufficient Modularization,com.google.common.jimfs.Configuration,WindowsHolder,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_Configuration_WindowsHolder.txt,6699,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.MethodDelegation,ForStaticMethod,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_MethodDelegation_ForStaticMethod.txt,20309,0
byte-buddy,Insufficient Modularization,net.bytebuddy.benchmark.jmh.generated.SuperClassInvocationBenchmark.benchmarkByteBuddyWithProxy,jmhTest,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_benchmark_jmh_generated_SuperClassInvocationBenchmark_benchmarkByteBuddyWithProxy_jmhTest.txt,4528,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode,TypeCreation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_TypeCreation.txt,744,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,ForInterface,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_ForInterface.txt,48253,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver,SourceFileInfoExtractor,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_SourceFileInfoExtractor.txt,1995,0
javaparser,Insufficient Modularization,issue241.TypeWithMemberType,MemberInterface,data/processed/prompts/insufficient_modularization/javaparser/issue241_TypeWithMemberType_MemberInterface.txt,300,0
jimfs,Insufficient Modularization,com.google.common.jimfs,RegularFile,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_RegularFile.txt,5342,1
javaparser,Insufficient Modularization,com.github.javaparser.utils.VisitorList,EqualsHashcodeOverridingFacade,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_utils_VisitorList_EqualsHashcodeOverridingFacade.txt,2081,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.InvokeDynamic,ForInterceptedMethodParameters,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_InvokeDynamic_ForInterceptedMethodParameters.txt,23888,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.MethodGraph,NodeList,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_MethodGraph_NodeList.txt,14349,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,ForAnnotationValue,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ForAnnotationValue.txt,67304,0
jitwatch,Insufficient Modularization,(default package),TestInner,data/processed/prompts/insufficient_modularization/jitwatch/(default package)_TestInner.txt,465,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,BrokenReader,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_BrokenReader.txt,1240,0
jitwatch,Insufficient Modularization,org.adoptopenjdk.jitwatch.ui.main,ClassMemberList,data/processed/prompts/insufficient_modularization/jitwatch/org_adoptopenjdk_jitwatch_ui_main_ClassMemberList.txt,2737,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.resolution.typeinference,ControlFlowLogic,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_resolution_typeinference_ControlFlowLogic.txt,3478,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.concurrent,LazyInitializer,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_concurrent_LazyInitializer.txt,1645,0
commons-lang,Insufficient Modularization,org.apache.commons.lang3.text,FormatFactory,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_text_FormatFactory.txt,667,0
jimfs,Insufficient Modularization,com.google.common.jimfs,FileSystemView,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_FileSystemView.txt,6297,1
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.ClassFileLocator,NoOp,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_NoOp.txt,16178,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.PackageDescription,AbstractBase,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_PackageDescription_AbstractBase.txt,1250,0
jsoup,Insufficient Modularization,org.jsoup.select.Evaluator,IsFirstOfType,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_select_Evaluator_IsFirstOfType.txt,6546,0
google-java-format,Insufficient Modularization,com.google.googlejavaformat.java.DimensionHelpers,TypeWithDims,data/processed/prompts/insufficient_modularization/google-java-format/com_google_googlejavaformat_java_DimensionHelpers_TypeWithDims.txt,1311,0
javaparser,Insufficient Modularization,com.github.javaparser.JavaToken,Kind,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_JavaToken_Kind.txt,5403,0
byte-buddy,Insufficient Modularization,net.bytebuddy.agent.VirtualMachine,UsingStat,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_agent_VirtualMachine_UsingStat.txt,21486,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,CountingInputStream,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_CountingInputStream.txt,1459,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,LazyInterfaceList,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_LazyInterfaceList.txt,66815,0
jimfs,Insufficient Modularization,com.google.common.jimfs,JimfsInputStream,data/processed/prompts/insufficient_modularization/jimfs/com_google_common_jimfs_JimfsInputStream.txt,1219,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.cache,NoCache,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_cache_NoCache.txt,815,0
javaparser,Insufficient Modularization,com.github.javaparser.symbolsolver.core.resolution,MethodUsageResolutionCapability,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_symbolsolver_core_resolution_MethodUsageResolutionCapability.txt,580,0
commons-io,Insufficient Modularization,org.apache.commons.io,FilenameUtils,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_FilenameUtils.txt,17104,1
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind.annotation.Binder,FieldSetter,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_annotation_Binder_FieldSetter.txt,7883,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.type.TypeDescription,ForTypeVariable,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_type_TypeDescription_ForTypeVariable.txt,66814,0
javaparser,Insufficient Modularization,com.github.javaparser.metamodel,YieldStmtMetaModel,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_metamodel_YieldStmtMetaModel.txt,715,0
zxing,Insufficient Modularization,com.google.zxing.datamatrix.decoder.Version,ECBlocks,data/processed/prompts/insufficient_modularization/zxing/com_google_zxing_datamatrix_decoder_Version_ECBlocks.txt,3095,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution,Resolvable,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_Resolvable.txt,500,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.ClassFileLocator,Illegal,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_ClassFileLocator_Illegal.txt,16177,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.validator.language.level.validations.chunks,NoBinaryIntegerLiteralsValidator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_validator_language_level_validations_chunks_NoBinaryIntegerLiteralsValidator.txt,697,0
byte-buddy,Insufficient Modularization,net.bytebuddy.pool.TypePool,ForAnnotationProperty,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_pool_TypePool_ForAnnotationProperty.txt,67304,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.FieldAccessor,Prepared,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_FieldAccessor_Prepared.txt,11289,0
byte-buddy,Insufficient Modularization,net.bytebuddy.dynamic.scaffold.TypeWriter,MethodPool,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_dynamic_scaffold_TypeWriter_MethodPool.txt,48253,0
gson,Insufficient Modularization,com.google.gson,FormattingStyle,data/processed/prompts/insufficient_modularization/gson/com_google_gson_FormattingStyle.txt,1526,0
commons-io,Insufficient Modularization,org.apache.commons.io.output.AbstractByteArrayOutputStream,InputStreamConstructor,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_output_AbstractByteArrayOutputStream_InputStreamConstructor.txt,3790,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.modifier.ModifierContributor,ForType,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_modifier_ModifierContributor_ForType.txt,2390,0
jsoup,Insufficient Modularization,org.jsoup.helper,HttpClientExecutor,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_helper_HttpClientExecutor.txt,1774,0
commons-io,Insufficient Modularization,org.apache.commons.io.input,ByteBufferCleaner,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_ByteBufferCleaner.txt,1170,0
byte-buddy,Insufficient Modularization,net.bytebuddy.asm.MemberSubstitution,OfOriginalExpression,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_asm_MemberSubstitution_OfOriginalExpression.txt,73357,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.modifier,ParameterManifestation,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_modifier_ParameterManifestation.txt,686,0
javaparser,Insufficient Modularization,com.github.javaparser.resolution,Navigator,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_resolution_Navigator.txt,2648,1
commons-lang,Insufficient Modularization,org.apache.commons.lang3.builder,HashCodeBuilder,data/processed/prompts/insufficient_modularization/commons-lang/org_apache_commons_lang3_builder_HashCodeBuilder.txt,7663,1
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bind.annotation.TargetMethodAnnotationDrivenBinder,Handler,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bind_annotation_TargetMethodAnnotationDrivenBinder_Handler.txt,5612,0
byte-buddy,Insufficient Modularization,net.bytebuddy.description.TypeVariableSource,Visitor,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_description_TypeVariableSource_Visitor.txt,1534,0
javaparser,Insufficient Modularization,com.github.javaparser,GeneratedJavaParserTokenManager,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_GeneratedJavaParserTokenManager.txt,39751,1
gson,Insufficient Modularization,com.google.gson.internal,Streams,data/processed/prompts/insufficient_modularization/gson/com_google_gson_internal_Streams.txt,1416,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.bytecode,Throw,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_bytecode_Throw.txt,569,0
byte-buddy,Insufficient Modularization,net.bytebuddy.implementation.attribute.MethodAttributeAppender,OnMethodParameter,data/processed/prompts/insufficient_modularization/byte-buddy/net_bytebuddy_implementation_attribute_MethodAttributeAppender_OnMethodParameter.txt,4006,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.stmt,AssertStmt,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_stmt_AssertStmt.txt,1715,0
javaparser,Insufficient Modularization,com.github.javaparser.ast.type,Type,data/processed/prompts/insufficient_modularization/javaparser/com_github_javaparser_ast_type_Type.txt,3100,1
jsoup,Insufficient Modularization,org.jsoup.parser,ParseErrorList,data/processed/prompts/insufficient_modularization/jsoup/org_jsoup_parser_ParseErrorList.txt,557,0
commons-io,Insufficient Modularization,org.apache.commons.io.input.QueueInputStream,Builder,data/processed/prompts/insufficient_modularization/commons-io/org_apache_commons_io_input_QueueInputStream_Builder.txt,2315,0
