project,smell,prompt_file,context_size,is_large
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_common.txt,31698,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_common_detector.txt,5503,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_common_reedsolomon.txt,6577,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix.txt,3553,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix_decoder.txt,25674,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix_detector.txt,3472,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_datamatrix_encoder.txt,88443,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_integration_android.txt,5126,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_maxicode.txt,1227,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_maxicode_decoder.txt,6602,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_multi.txt,2786,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_multi_qrcode.txt,2852,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_multi_qrcode_detector.txt,6355,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_oned.txt,68316,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_oned_rss.txt,6948,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_oned_rss_expanded.txt,9480,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_oned_rss_expanded_decoders.txt,20480,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417.txt,35141,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417_decoder.txt,28995,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417_decoder_ec.txt,4280,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417_detector.txt,4150,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_pdf417_encoder.txt,41058,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_qrcode.txt,3439,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_qrcode_decoder.txt,32114,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_qrcode_detector.txt,20830,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_qrcode_encoder.txt,53058,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_web.txt,12530,
zxing,God Component,data/processed/prompts/god_component/zxing/com_google_zxing_web_generator_client.txt,15551,
